timestamp,year,month,blockchain,contract_address,symbol,decimals,price
2025-03-10 09:00:00.000 UTC,2025,3,base,0xc1cba3fcea344f92d9239c08c0568f6f2f0ee452,wstETH,18,2515.8657
2025-03-10 09:00:00.000 UTC,2025,3,base,0x35e5db674d8e93a03d814fa0ada70731efe8a4b9,USR,18,1.0005177
2025-03-10 09:00:00.000 UTC,2025,3,base,0x2ae3f1ec7f1f5012cfeab0185bfc7aa3cf0dec22,cbETH,18,2297.6704
2025-03-10 09:00:00.000 UTC,2025,3,base,0xcbb7c0000ab88b473b1f5afd9ef808440eed33bf,cbBTC,8,82509.29
2025-03-10 09:00:00.000 UTC,2025,3,base,0xb6fe221fe9eef5aba221c348ba20a1bf5e73624c,rETH,18,2418.5867
2025-03-10 09:00:00.000 UTC,2025,3,base,0x4200000000000000000000000000000000000006,WETH,18,2103.915
2025-03-10 09:00:00.000 UTC,2025,3,base,0x04c0599ae5a44757c0af6f9ec3b93da8976c150a,weETH.base,18,2226.6777
2025-03-10 09:00:00.000 UTC,2025,3,base,0x2416092f143378750bb29b79ed961ab195cceea5,ezETH,18,2197.4573
2025-03-10 08:00:00.000 UTC,2025,3,base,0x04c0599ae5a44757c0af6f9ec3b93da8976c150a,weETH.base,18,2201.3564
2025-03-10 08:00:00.000 UTC,2025,3,base,0x35e5db674d8e93a03d814fa0ada70731efe8a4b9,USR,18,1.0007912
2025-03-10 08:00:00.000 UTC,2025,3,base,0xb6fe221fe9eef5aba221c348ba20a1bf5e73624c,rETH,18,2333.5942
2025-03-10 08:00:00.000 UTC,2025,3,base,0x2416092f143378750bb29b79ed961ab195cceea5,ezETH,18,2147.4119
2025-03-10 08:00:00.000 UTC,2025,3,base,0x820c137fa70c8691f0e44dc420a5e53c168921dc,USDS,18,1.0018985
2025-03-10 08:00:00.000 UTC,2025,3,base,0x940181a94a35a4569e4529a3cdfb74e38fd98631,AERO,18,0.57081985
2025-03-10 08:00:00.000 UTC,2025,3,base,0x2ae3f1ec7f1f5012cfeab0185bfc7aa3cf0dec22,cbETH,18,2256.5332
2025-03-10 08:00:00.000 UTC,2025,3,base,0xc1cba3fcea344f92d9239c08c0568f6f2f0ee452,wstETH,18,2472.1106
2025-03-10 08:00:00.000 UTC,2025,3,base,0x4200000000000000000000000000000000000006,WETH,18,2067.313
2025-03-10 08:00:00.000 UTC,2025,3,base,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,1.0829043
2025-03-10 08:00:00.000 UTC,2025,3,base,0xcbb7c0000ab88b473b1f5afd9ef808440eed33bf,cbBTC,8,81864.016
2025-03-10 08:00:00.000 UTC,2025,3,base,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,1.0008901
2025-03-10 07:00:00.000 UTC,2025,3,base,0x2416092f143378750bb29b79ed961ab195cceea5,ezETH,18,2151.9087
2025-03-10 07:00:00.000 UTC,2025,3,base,0xb6fe221fe9eef5aba221c348ba20a1bf5e73624c,rETH,18,2336.4983
